id	item_group_id	c:style_id:string	brand	title	color	size	image_link	additional_image_link	c:stock_level:integer	c:discount_retail_price_NOK:integer	c:retail_price_NOK:integer	c:discount_retail_price_DKK:integer	c:retail_price_DKK:integer	c:discount_retail_price_SEK:integer	c:retail_price_SEK:integer	c:discount_retail_price_EUR:integer	c:retail_price_EUR:integer	c:discount_retail_price_PLN:integer	c:retail_price_PLN:integer	c:discount_retail_price_GBP:integer	c:retail_price_GBP:integer	c:discount_retail_price_CNY:integer	c:retail_price_CNY:integer	material	gtin	c:title_EN:string	product_type	gender	c:season_tag:string	description	c:description_DA:string	c:description_SV:string	c:description_NO:string	c:description_NL:string	c:description_EN:string	c:description_DE:string	c:description_PL:string	c:description_FI:string	c:description_ES:string	c:description_FR:string	c:description_IT:string	washing	hs_code	madein
47791043543383	8913464656215	21AJRO007VI0293	"Paco Rabanne"	"Short sleeve midi dress"	Black	"34 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181		0	597758	597758	401488	401488	590527	590527	53718	53718	225336	225336	44564	44564	399128	399128	"{""en_EN.utf8"":""Upper composition: Viscose 92%, Elastane 8%. ""}"	3349660839184	"Short sleeve midi dress"	"Dresses > Day Dresses > Midi Dresses"	F	AW23	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6204.43.00.00	TR
47791043576151	8913464656215	21AJRO007VI0293	"Paco Rabanne"	"Short sleeve midi dress"	Black	"38 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181		0	597758	597758	401488	401488	590527	590527	53718	53718	225336	225336	44564	44564	399128	399128	"{""en_EN.utf8"":""Upper composition: Viscose 92%, Elastane 8%. ""}"	3349660839207	"Short sleeve midi dress"	"Dresses > Day Dresses > Midi Dresses"	F	AW23	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6204.43.00.00	TR
47791043608919	8913464656215	21AJRO007VI0293	"Paco Rabanne"	"Short sleeve midi dress"	Black	"36 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181		1	597758	597758	401488	401488	590527	590527	53718	53718	225336	225336	44564	44564	399128	399128	"{""en_EN.utf8"":""Upper composition: Viscose 92%, Elastane 8%. ""}"	3349660839191	"Short sleeve midi dress"	"Dresses > Day Dresses > Midi Dresses"	F	AW23	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6204.43.00.00	TR
47791043641687	8913464656215	21AJRO007VI0293	"Paco Rabanne"	"Short sleeve midi dress"	Black	"42 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181		2	597758	597758	401488	401488	590527	590527	53718	53718	225336	225336	44564	44564	399128	399128	"{""en_EN.utf8"":""Upper composition: Viscose 92%, Elastane 8%. ""}"	3349660839221	"Short sleeve midi dress"	"Dresses > Day Dresses > Midi Dresses"	F	AW23	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6204.43.00.00	TR
47791043674455	8913464656215	21AJRO007VI0293	"Paco Rabanne"	"Short sleeve midi dress"	Black	"40 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181		0	597758	597758	401488	401488	590527	590527	53718	53718	225336	225336	44564	44564	399128	399128	"{""en_EN.utf8"":""Upper composition: Viscose 92%, Elastane 8%. ""}"	3349660839214	"Short sleeve midi dress"	"Dresses > Day Dresses > Midi Dresses"	F	AW23	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6204.43.00.00	TR
47791043707223	8913464656215	21AJRO007VI0293	"Paco Rabanne"	"Short sleeve midi dress"	Black	"44 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Short_sleeve_midi_dress_100246.jpg?v=1709737181		0	597758	597758	401488	401488	590527	590527	53718	53718	225336	225336	44564	44564	399128	399128	"{""en_EN.utf8"":""Upper composition: Viscose 92%, Elastane 8%. ""}"	3349660839238	"Short sleeve midi dress"	"Dresses > Day Dresses > Midi Dresses"	F	AW23	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"Product DetailsStyle: ElegantType: Midi DressColour: BlackCompositionOuter: Viscose 92%, Elastane 8%Product Code: 21AJRO007VI0293"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6204.43.00.00	TR
47791061598551	8913469014359	WW0WW37069ZEW	"Tommy Hilfiger"	"Moss crepe rose short skirt"	Multi-colour	"36 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Moss_crepe_rose_short_skirt_170668.jpg?v=1709737403		3	195418	195418	131254	131254	193054	193054	17561	17561	73667	73667	14569	14569	130482	130482	"{""en_EN.utf8"":""Upper composition: Viscose 100%. ""}"	8720642178692	"Moss crepe rose short skirt"	Skirts	F	SS23	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6104.59.00	IN
47791061631319	8913469014359	WW0WW37069ZEW	"Tommy Hilfiger"	"Moss crepe rose short skirt"	Multi-colour	"38 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Moss_crepe_rose_short_skirt_170668.jpg?v=1709737403		1	195418	195418	131254	131254	193054	193054	17561	17561	73667	73667	14569	14569	130482	130482	"{""en_EN.utf8"":""Upper composition: Viscose 100%. ""}"	8720642178890	"Moss crepe rose short skirt"	Skirts	F	SS23	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6104.59.00	IN
47791061664087	8913469014359	WW0WW37069ZEW	"Tommy Hilfiger"	"Moss crepe rose short skirt"	Multi-colour	"34 FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Moss_crepe_rose_short_skirt_170668.jpg?v=1709737403		1	195418	195418	131254	131254	193054	193054	17561	17561	73667	73667	14569	14569	130482	130482	"{""en_EN.utf8"":""Upper composition: Viscose 100%. ""}"	8720642178609	"Moss crepe rose short skirt"	Skirts	F	SS23	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"Product DetailsType: SkirtColour: MulticolourCompositionOuter: Viscose 100%Product Code: WW0WW37069"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6104.59.00	IN
47791716761943	8913664475479	WW0WW35101PLY	"Tommy Hilfiger"	"Padded jackets"	Green	"L FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482		1	172425	287375	115811	193018	170340	283899	15495	25825	64999	108332	12855	21424	191883	191883	"{""en_EN.utf8"":""Upper composition: Polyester (PES) 100%. ""}"	8720117626000	"Padded jackets"	"Jackets > Down Jackets"	F	AW22	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6202.40.90.19	CN
47791716794711	8913664475479	WW0WW35101PLY	"Tommy Hilfiger"	"Padded jackets"	Green	"M FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482		0	172425	287375	115811	193018	170340	283899	15495	25825	64999	108332	12855	21424	191883	191883	"{""en_EN.utf8"":""Upper composition: Polyester (PES) 100%. ""}"	8720117625607	"Padded jackets"	"Jackets > Down Jackets"	F	AW22	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6202.40.90.19	CN
47791716827479	8913664475479	WW0WW35101PLY	"Tommy Hilfiger"	"Padded jackets"	Green	"S FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482		3	172425	287375	115811	193018	170340	283899	15495	25825	64999	108332	12855	21424	191883	191883	"{""en_EN.utf8"":""Upper composition: Polyester (PES) 100%. ""}"	8720117625225	"Padded jackets"	"Jackets > Down Jackets"	F	AW22	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6202.40.90.19	CN
47791716860247	8913664475479	WW0WW35101PLY	"Tommy Hilfiger"	"Padded jackets"	Green	"XS FR"	https://cdn.shopify.com/s/files/1/0810/6836/0023/files/Padded_jackets_275754.jpg?v=1709745482		0	172425	287375	115811	193018	170340	283899	15495	25825	64999	108332	12855	21424	191883	191883	"{""en_EN.utf8"":""Upper composition: Polyester (PES) 100%. ""}"	8720117624754	"Padded jackets"	"Jackets > Down Jackets"	F	AW22	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"Product DetailsType: Puffer & Down JacketColour: GreenCompositionOuter: Polyester (PES) 100%Product Code: WW0WW35101"	"{""en_EN.utf8"":""Wash with care. See product labels for further instructions""}"	6202.40.90.19	CN
